mql_id,origin,seller_id,won_date,gmv_90d_brl,order_items_90d,orders_90d,first_order,observed_sale_90d,days_first_sale
d955b97b28c2966211c9de2fe22fefbd,direct_traffic,26e2c91ef821e1ff8985f408788fe35b,2018-02-06 15:46:14,849.60000,8.00000,8.00000,2018-02-20 09:43:30,True,13.74810
0a1643cb73c25878cc845d5594059afe,organic_search,ae9d6bb89361dff26edbccc7e1c2911d,2018-04-27 14:01:33,0.00000,0.00000,0.00000,,False,
92c7eacf759c266a7663d63876d84223,unknown,da3eab58892c04039f4cd5ecb09ae260,2018-03-27 19:14:00,0.00000,0.00000,0.00000,,False,
d25814a309be54d1d2279a4ff921ea28,social,2d42ebcda99fd55f6f4bc2f1ca035d50,2018-04-11 03:00:00,445.00000,5.00000,4.00000,2018-06-24 13:21:50,True,74.43183
e3ed7cb7b47e4079cb9fef895846b3e2,social,04843805947f0fc584fc1969b6e50fe7,2018-04-18 16:50:40,0.00000,0.00000,0.00000,,False,
413e4eb37de01f40522e28ecdc268639,unknown,d9d057968270cdb30c14cba606d5dc90,2018-03-29 17:48:42,0.00000,0.00000,0.00000,,False,
c1e598764329cc9c377ef1d029be8ceb,organic_search,d4dcd3a31f5f19aea2f258a568517a4f,2018-02-22 13:18:26,0.00000,0.00000,0.00000,,False,
9cca8d684240e24dd459f2d439fae30c,unknown,28760737b4b82d4479ddff8db5e9f71f,2018-02-27 20:04:12,0.00000,0.00000,0.00000,,False,
2c5d0b35798bffadf8f67ef0af84d183,unknown,93a55b2252867fd7df54c78cbd5c6d95,2018-04-02 14:20:33,0.00000,0.00000,0.00000,,False,
e5860ae00103b3869a25d940345bf0fd,unknown,1185ae3e5ac0463c854dad54fc8fc9e1,2018-04-13 12:50:35,0.00000,0.00000,0.00000,,False,
014c073ef65e4a7ef73acd61cf606164,unknown,2646baaf662d4d92ac48f047e35db92d,2018-03-23 19:06:54,569.00000,9.00000,7.00000,2018-04-29 22:00:59,True,37.12089
3a91a097116d6c8b32d41e0c81dd1e9c,organic_search,e433f5fd4050e3352b5d83522b7fe24b,2018-04-26 03:00:00,0.00000,0.00000,0.00000,,False,
1030d227d3fe9ed0555666c4ffd14ab1,social,5cc5fe3c6e303fb7656ee7b0ca21ed58,2018-03-12 13:21:11,0.00000,0.00000,0.00000,,False,
1c69de363482d0cbc9b6da97cb49757a,organic_search,dc64d75cc406bb0697be983831430e60,2018-04-30 21:13:36,390.00000,2.00000,2.00000,2018-05-22 15:15:50,True,21.75155
415ae4e297c08fd8790a5b1e1ba8482e,paid_search,08d1c9478fb0d7d7fcac9c0da4e82fc7,2018-04-27 13:35:00,538.00000,1.00000,1.00000,2018-06-12 08:29:53,True,45.78811
f5da97d441cd42b0b26c10145b71a923,unknown,ee2fbacc2fc3794e656cc4d933d59ce7,2018-05-18 18:08:22,299.98000,2.00000,1.00000,2018-08-07 14:05:50,True,80.83157
682e8ae60182137d74d90ada9e0947d8,paid_search,7fc87cc3e89b3d1d5cabdca32f8485aa,2018-02-27 19:19:47,597.90000,4.00000,4.00000,2018-05-02 12:35:31,True,63.71926
77abef21c838da55e14ffc88016ce91f,organic_search,eba08391609dfda5c016fdd264f9383b,2018-01-12 16:07:27,0.00000,0.00000,0.00000,,False,
46d9834fa62209a6504b2aabe46d7bfb,organic_search,8b3317388df29d5fa94360a486ad3356,2018-02-26 12:45:46,0.00000,0.00000,0.00000,,False,
009ff90f082aaa9fcd6e14caf65c7cc6,paid_search,134285d1f41da5c13a756ee8142c8a4e,2018-04-03 03:00:00,1073.80000,3.00000,2.00000,2018-06-10 13:27:42,True,68.43590
29b97ecc5839e61efb7bdc25e979d8c6,social,e9e446d01bd10a97a8ffcfc4a3a20cb2,2018-04-27 16:11:57,51.15000,3.00000,3.00000,2018-06-05 19:53:27,True,39.15382
8d6be534a8bdd08e11efe57c6ce3dd21,organic_search,6061155addc1e54b4cfb51c1c2a32ad8,2018-04-27 20:44:40,1499.90000,7.00000,7.00000,2018-06-01 01:20:55,True,34.19184
4979feabd6097fb6100fd36c3c32aae0,direct_traffic,bba8d0c234a52b87b3957037a215d1a4,2018-02-22 21:07:50,120.00000,1.00000,1.00000,2018-05-04 19:24:09,True,70.92800
5985e72b3752e4749926885db1b45be4,unknown,044668ccd5316b12a7cf0d54a156e3e9,2018-01-31 21:00:13,0.00000,0.00000,0.00000,,False,
2b094148a9d10109b903715267c4dd14,unknown,224167f6e956da2f71c0e8dbdaa8bbf0,2018-03-12 13:14:10,0.00000,0.00000,0.00000,,False,
e5f15cc640c8a7408103dd190ced966c,unknown,30a81d8cf85fb2ada1b1b094c9583a95,2018-01-19 16:51:28,213.87000,4.00000,4.00000,2018-02-22 01:14:05,True,33.34904
a15880813bd2f137e9f6922cbb7255bf,paid_search,7e417525a6ce49b708fd384e580fe3c4,2018-04-03 17:19:55,0.00000,0.00000,0.00000,,False,
3bcc8997df233ab581f30dd65f14698c,unknown,b6cac2bb2d83cae903e336e6a993c795,2018-04-23 14:31:35,0.00000,0.00000,0.00000,,False,
afac78e614dac1a1470030ea55c08eef,paid_search,0ddefe3c7a032b91f4e25b9c3a08fca1,2018-02-09 15:35:51,137.50000,4.00000,3.00000,2018-04-12 15:09:11,True,61.98148
d0b2ef3bdc9ed0fce3d672ec52dc9c00,unknown,45dfe11016c782d99a19f93dd34c300d,2018-03-16 14:17:34,0.00000,0.00000,0.00000,,False,
496515dec2a1c280f145f6ccb34851fb,unknown,6f835fd4be26989b1b064399da346143,2018-04-27 16:09:25,197.80000,2.00000,2.00000,2018-05-26 08:26:02,True,28.67821
17c77fd570aa86b74387fae66d9d4edd,unknown,3e35a8bb43569389d3cebef0ce820f69,2018-01-18 11:09:00,55.80000,2.00000,1.00000,2018-04-12 19:47:40,True,84.36019
cc4ec90b270b9f1de8dc2d8864425252,email,a7d0f8dd44f57ef6de7f7f02e3d82630,2018-04-27 21:38:40,29.89000,1.00000,1.00000,2018-06-25 12:06:07,True,58.60240
f0b314f185b80cf35d986e298db53fe3,unknown,a663d9c3797e90eac99ff60939416a56,2018-04-27 21:08:34,235.00000,1.00000,1.00000,2018-05-16 13:31:20,True,18.68248
a1ad46372861ecf61fdab04c7bf5082e,unknown,8e3338430e8b66d28aa88fa892a00063,2018-02-26 20:32:17,0.00000,0.00000,0.00000,,False,
7893b5468710641ad87f8b4aa1b8777d,organic_search,3084dcdea01fe4f2d556540e6b2e873d,2018-04-03 18:56:08,0.00000,0.00000,0.00000,,False,
36f6d5bde803873f6bffe9949f258935,direct_traffic,a56e351445e5863fc8960640ba9190c7,2018-02-26 20:02:10,760.92000,4.00000,3.00000,2018-04-06 21:36:54,True,39.06579
1cfef7cfd8d26b1ecb8b0eccca6366ca,unknown,5cb4a72356883c59790dc8309cddea2f,2018-01-30 16:30:17,0.00000,0.00000,0.00000,,False,
2708ccf204c47df56b5469327e900581,unknown,fcdd820084f17e9982427971e4e9d47f,2018-02-15 17:38:42,2425.00000,14.00000,12.00000,2018-03-07 15:15:15,True,19.90038
44ebc4e28c99d8aeaead73b4b70cc5e9,paid_search,131fcb0a0c9a47bba4474aacff0f14b7,2018-04-20 03:00:00,218.90000,2.00000,2.00000,2018-06-03 19:44:12,True,44.69736
62e44187d92348c552952aa4bf152e90,paid_search,3d5d0dc7073a299e31fa718ce1bc00b6,2018-05-07 16:42:08,624.90000,20.00000,19.00000,2018-06-13 15:23:50,True,36.94562
0f2ad81c100f7a6c7475bd26ceb76cbf,organic_search,3492e68f37fd1df87f4f2f2ea247f445,2018-02-12 18:46:06,39.99000,1.00000,1.00000,2018-05-09 22:09:32,True,86.14127
cfccca319397a5ea2bb11bd90b0d925d,paid_search,ba143b05f0110f0dc71ad71b4466ce92,2018-04-17 19:12:16,4897.31000,70.00000,69.00000,2018-04-24 13:18:10,True,6.75410
7281f75a3496aa1e3643f44cd5773a65,unknown,309405cfad0d11cd1ec6bb5d02c70c6b,2018-05-29 20:20:26,0.00000,0.00000,0.00000,,False,
b5372c821691eff5fb470f33af079a64,direct_traffic,42fac6337d0f14ecdc18a82bfe6dd076,2018-01-26 20:25:59,0.00000,0.00000,0.00000,,False,
de1dbe3b8d524c96d50c30f2467c4bc6,organic_search,841fba8f46ab4edd1bb086f53735000e,2018-04-06 17:40:28,0.00000,0.00000,0.00000,,False,
080261e4427a081fc6e637b654f590ee,social,ade45994b717ccee333492330fbf037b,2018-03-14 12:18:20,1424.00000,2.00000,2.00000,2018-06-09 20:12:15,True,87.32911
f9c43d70a22ac65ce5fa816a4c34f8f0,paid_search,784fca1939f4ad6c73be249a80b17d18,2018-03-28 22:37:52,0.00000,0.00000,0.00000,,False,
42e452a93e736373dd9281c113eff2b7,organic_search,da6a60cc8cc724fe51be021ff8be779c,2018-05-14 16:06:59,617.99000,11.00000,10.00000,2018-05-21 21:49:53,True,7.23813
67c34b9630469b3c13b7982316ffe7a1,missing,6e985a12b7b98f0a15b7bf90cc882f61,2018-01-22 13:18:32,0.00000,0.00000,0.00000,,False,
bde34e7721e5a33091503ba45b3f8ea5,organic_search,a69aa24cec11168e7e39a3fbc727e925,2018-04-30 03:00:00,105.97000,3.00000,3.00000,2018-06-13 11:29:48,True,44.35403
ac68bc93ecc07d7daec8ce924ca09b0c,unknown,6025c79c035c3d772133b8b8238463b2,2018-05-10 19:07:39,989.74000,4.00000,2.00000,2018-07-18 16:51:01,True,68.90512
cd46a0224c83d17b825ebc226df3479c,paid_search,e1643dff33666ca629e3644c02738179,2018-03-13 14:56:01,170.00000,3.00000,3.00000,2018-05-11 00:09:19,True,58.38424
3cc3bc10218cf509ba24613cda41d940,social,cc63f0dd2acba93ffed4fe9f8e0321fa,2018-04-24 03:00:00,2419.84000,23.00000,19.00000,2018-05-10 14:37:54,True,16.48465
b223756da60ed5012d1d302bc9f50f6e,organic_search,bb2afe2061d53c6968aa0cffa233a8ec,2018-04-06 17:56:04,323.60000,4.00000,3.00000,2018-05-09 17:11:55,True,32.96934
4144092976e61a9c32e1c7b205d85452,organic_search,ba56ae8ab7eb61b0c3f064f9661eb15c,2018-02-01 12:33:15,0.00000,0.00000,0.00000,,False,
b30be338efa14f74a40949dbafd02b57,social,c8cc60ffd415254af5d9b9f34f32c369,2018-04-30 20:23:10,318.60000,4.00000,4.00000,2018-06-05 19:11:38,True,35.95032
7c68935a1dfb1fc8fb714797e7cbf805,unknown,6267923376872bb45a1c804aed0f1e73,2018-03-28 18:55:26,0.00000,0.00000,0.00000,,False,
8551ef0d517bfc756cb31e0477ac4adc,paid_search,c1849d4d32d7a6cecd5aa471809d3135,2018-05-18 12:47:49,378.99000,2.00000,2.00000,2018-08-04 12:56:08,True,78.00578
57648ec099f2451be828fb2e27d8f46a,social,0ab97fdbae52ec0e877efdf9b310528e,2018-04-13 20:38:20,0.00000,0.00000,0.00000,,False,
d6e0ddfc5b05597877a7d5036789a3a1,direct_traffic,4125d9385a25e82d2f72d3a0fd55bc3f,2018-04-05 15:06:11,0.00000,0.00000,0.00000,,False,
66744053f818d4032f5ba881340db020,organic_search,5f5a58930c3c35f3b5af264f34fb8c85,2018-02-26 17:07:06,0.00000,0.00000,0.00000,,False,
6dcca2f79e4a4672f7c91f58385b4582,paid_search,94eead2f1cdacbf7ba5c5a0bdbe4cf1f,2018-04-27 14:11:20,0.00000,0.00000,0.00000,,False,
6fba9ab96aa12c4c9d01e74b66a74485,organic_search,09c34a8e333be37851747c27525a4e53,2018-05-15 20:21:11,0.00000,0.00000,0.00000,,False,
fa027edbceb48e6657770c2985172201,organic_search,8fbd63429be6d3e5e6d1a709b6464802,2018-01-23 17:58:30,600.00000,4.00000,2.00000,2018-04-18 00:27:01,True,84.26980
83d5aac46c097426773520489cda201c,paid_search,a28120fc27b206d3bc355b57040baf7a,2018-04-30 13:06:43,0.00000,0.00000,0.00000,,False,
a562fd35af2738ce6d88f785ef4eb134,paid_search,b16d3dadc47d4eb18be3d88bad0775ce,2018-03-28 16:11:25,492.70000,5.00000,4.00000,2018-05-29 23:02:46,True,62.28566
ab1417ecaf41d8fb741fade9be0b8ab1,social,dd5450b022b2d00a2145a66331e1aef6,2018-02-19 17:26:54,0.00000,0.00000,0.00000,,False,
9b6edcffd428da99ae60cc01049a8403,unknown,845e8036c3f7bf62099352f5ed910240,2018-05-03 03:00:00,932.60000,14.00000,12.00000,2018-05-25 22:07:54,True,22.79715
7f12bc8cffb170e083ea5c5296272b97,paid_search,f049a72cf58fd31b11f8919cade515e7,2018-05-24 22:16:29,138.75000,4.00000,3.00000,2018-07-25 12:03:29,True,61.57431
d9734d3817f40bb704b7cc4984ec39b0,organic_search,117cfc326c6d50da67ca858ff5c0c852,2018-03-29 20:20:04,454.60000,5.00000,5.00000,2018-05-02 15:22:57,True,33.79367
8f24f9bb371471be344cdb6fbcd99688,organic_search,c6d5704d1ed91beed0114bcd9d3367bb,2018-03-05 18:43:20,0.00000,0.00000,0.00000,,False,
1bd7d4eac464cde6f86349cbe0d61385,organic_search,049197f741ca0cde891420fc72fba3e5,2018-04-19 22:00:40,0.00000,0.00000,0.00000,,False,
a85d745228d0257adc11fd790a31cee5,social,116e5ef667d05e59c8b95acd02670ff3,2018-03-20 14:01:49,0.00000,0.00000,0.00000,,False,
bc18cd01dacdd62719e6b4d59248c5e1,organic_search,f1fdf2d13186575751aa25876536d85c,2018-03-22 13:06:50,26.30000,1.00000,1.00000,2018-03-29 21:39:51,True,7.35626
d1d35acfd20d413bbda1eae8e208f0b5,paid_search,b64d51f0435e884e8de603b1655155ae,2018-02-15 16:06:31,37.09000,2.00000,2.00000,2018-04-07 11:00:35,True,50.78755
48a8b46e7ea342b913b50c7087f78162,organic_search,56e361f411e38dcef17cdc2a3d99628b,2018-05-10 19:16:27,1236.00000,9.00000,4.00000,2018-07-02 16:39:17,True,52.89086
30c5ba4650eee4a5550cdfa16fb4f195,paid_search,cac876b37d3abcd6bd76caca30277996,2018-01-29 17:13:49,882.27000,18.00000,13.00000,2018-02-13 12:38:05,True,14.80852
60a7799873854c9ccd549ec39c8efddf,organic_search,a414555ce331b8c8aea4a9cb8395194d,2018-01-29 20:08:37,1015.95000,7.00000,6.00000,2018-03-10 15:31:45,True,39.80773
428a96d781ccb96d757bbf82f8242d95,paid_search,c54679b132454625907c773d273d4126,2018-01-08 19:14:47,69.00000,1.00000,1.00000,2018-03-27 14:16:24,True,77.79279
4952d2ac78b534c78d7a21c60a236e4c,unknown,41b9c7bfadf5f42b93b7bfbae1b84494,2018-01-15 19:51:21,0.00000,0.00000,0.00000,,False,
d90b1c32b55f731e8a2072bfad782fdd,paid_search,d8d9567d0bfb0bc7eb845a205ba42657,2018-02-09 13:41:10,34.80000,2.00000,2.00000,2018-03-28 22:20:31,True,47.36066
6dfdc6a7e91f5d20a16c956c33974ca5,organic_search,3ab971ce71839580d2ae5b4e40fe8044,2018-04-27 13:55:14,3483.40000,26.00000,25.00000,2018-06-03 17:41:43,True,37.15728
ffdd99e05df27c02a2fb1669d49e0c76,organic_search,02f623a8eb246f3c5f7c2f96462654e6,2018-04-18 20:16:19,2835.00000,21.00000,21.00000,2018-04-25 15:13:02,True,6.78939
e73b38ff519142fdc3723ddf4a3a5825,unknown,11a559e252a8d167a8ccea7abcf357f3,2018-01-19 17:23:06,0.00000,0.00000,0.00000,,False,
eea8870139b7780b13870d4299006da2,organic_search,cec13d4723ba59aae2a6663b99129a49,2018-04-04 13:50:13,0.00000,0.00000,0.00000,,False,
271a299f0893b2173e77162c5c768b89,paid_search,0ca9bd8db4679bc89692acdfcd96b6c4,2018-05-23 21:47:07,0.00000,0.00000,0.00000,,False,
c028b7dd285d13e19ff7a4cabf8bf700,unknown,6aa3928696eab49a19a466e665a649fd,2018-02-07 13:40:14,816.00000,10.00000,8.00000,2018-03-10 12:41:26,True,30.95917
90513943523077ad07582e989457ccec,organic_search,539ed9e19811677513447759be5eccfc,2018-05-15 18:16:40,14.20000,1.00000,1.00000,2018-06-16 18:52:33,True,32.02492
080cc5a4ec71a747e260e274bdb13b64,paid_search,d7827b2af99326a03b0ed9c7a24db0d3,2018-03-29 16:29:14,1455.00000,1.00000,1.00000,2018-04-12 19:18:18,True,14.11741
a4fa73f413400524fef474c93faa5e02,paid_search,bd4431c1a8dfa744b59e1e2a8bc99b9e,2018-01-26 18:13:17,424.80000,3.00000,3.00000,2018-04-05 22:09:05,True,69.16375
bd503b6e91ef50d1c4c169476158e8eb,social,4a1917ef994878940e1fb03eeb787ad7,2018-04-09 17:28:44,538.00000,2.00000,1.00000,2018-06-19 16:41:53,True,70.96747
f6127362ba4727c54d742b7ab1ae7c1c,paid_search,c0aff2da32c17759d30b22fb0af6649d,2018-04-20 13:24:51,173.80000,4.00000,3.00000,2018-06-11 13:15:42,True,51.99365
2448225d3dfa0dc52632c746aa76b66e,unknown,cb6c9f5888a7a090c75beaf615925792,2018-04-20 19:04:20,336.62000,6.00000,6.00000,2018-04-30 06:31:44,True,9.47736
c36d210f50e7ef3103da68ab61efd093,unknown,59cea8e446d3834393058e7e0666b6fb,2018-05-08 12:18:42,612.20000,8.00000,8.00000,2018-06-16 16:17:45,True,39.16601
384b5bdbe32117213b87f8f5e0604be4,unknown,2cb98e27ce1c18abdb42209b34c382a7,2018-02-28 03:00:00,0.00000,0.00000,0.00000,,False,
6c465ed53d17739467c95fe414d8e056,referral,3289d8c3eef4873f91ce0b1343c0dd58,2018-04-26 20:04:29,199.99000,1.00000,1.00000,2018-05-25 18:44:29,True,28.94444
f74b25a7dc1504cf5a3b964a990266ff,organic_search,55c26bcb609f480eb7868594245febb5,2018-03-01 14:58:45,574.50000,5.00000,5.00000,2018-04-09 13:11:49,True,38.92574
57e65b6fc1f2e47c402deeee25bba1aa,social,5c3460cd3e8a984382ae254e7dd20d9f,2018-01-10 18:15:06,148.98000,1.00000,1.00000,2018-02-23 21:00:11,True,44.11464
107fce5988735e531cae0da812db9a62,other,e979bb42fb660609fe056a6bea03761f,2018-04-27 03:00:00,0.00000,0.00000,0.00000,,False,
e430deb739cc669ad740c421931bc8f8,direct_traffic,0e72c1a751b496722a6cb1f10653b62a,2018-03-12 18:24:50,45.90000,1.00000,1.00000,2018-05-11 00:18:02,True,59.24528
cd9e8a4a222eb86428130d42fc684ca5,organic_search,ae7ab174effdead6c241e547e4ca13f0,2018-04-04 21:17:17,349.90000,1.00000,1.00000,2018-06-11 10:22:49,True,67.54551
d8de81eff6dfe582a05bc6981879f01a,unknown,f85612e1b253b37d88329fdc16e8f32f,2018-04-03 18:29:19,0.00000,0.00000,0.00000,,False,
d88a45e680327e0b22a34020d8f78252,unknown,9261d76c62caaf0b24677c2ceb7f8f20,2018-05-22 21:25:39,843.72000,6.00000,5.00000,2018-07-05 09:49:54,True,43.51684
a552e1db6a1c7dbac243c72a8d3140bb,organic_search,def312fb44a52de894acf688498ce1fc,2018-01-31 13:33:48,0.00000,0.00000,0.00000,,False,
098d6dd896e6740f88282b48495d47ef,paid_search,c004e5ea15737026cecaee0447e00b75,2018-03-26 19:31:38,0.00000,0.00000,0.00000,,False,
d0b16c2b9e945575082a7e81f6f933b0,paid_search,7ff588a03c2aeae4fbd23f9ae64b760d,2018-05-21 20:28:33,1080.54000,14.00000,12.00000,2018-06-06 08:34:53,True,15.50440
512182619d12ae0863827b7e5ab97f19,organic_search,880ce4951cf857ab1d9e0b75c1d856f4,2018-01-31 02:00:00,178.90000,1.00000,1.00000,2018-02-13 21:06:34,True,13.79623
0951c34dc17cf35be31bb59fa96435df,organic_search,9e6967d3cf386d284251784b18ccb485,2018-04-13 13:41:51,220.38000,5.00000,4.00000,2018-06-12 20:43:08,True,60.29256
7270ec1d67725ee992193adf9e9f2637,unknown,964ff64dc05b13811c6d0f41e0aa5f6b,2018-04-11 14:36:14,0.00000,0.00000,0.00000,,False,
e911087c91c63c9d3e7ee83e372d10f7,social,1997c740529040d6a2244d2e818acb50,2018-02-26 20:59:09,0.00000,0.00000,0.00000,,False,
4de20dd98d2ca78fd643bdc4f0a6359b,unknown,1cbdc7cf130a41fd13a3c2a7d2fcfda7,2018-03-16 19:39:38,82.90000,1.00000,1.00000,2018-05-06 11:15:20,True,50.64979
1e8e96e5a2857a7645534e99f20928b7,direct_traffic,9e545d0501bd685bba148d9f631093f1,2018-02-22 13:16:06,0.00000,0.00000,0.00000,,False,
3c803c1d8fef5385ca87aa1f8952338e,unknown,271b8923c6a549e02d3c9fd1f8c0422b,2018-06-01 16:45:27,105.19000,1.00000,1.00000,2018-07-30 19:39:13,True,59.12067
3b9c2023b5da0ffe9aa0a39285c836c6,other_publicities,d7cb3f744255259a4ded02cb354f5bcf,2018-02-26 16:11:50,0.00000,0.00000,0.00000,,False,
fe1fa775d818957a76304c35e1939355,organic_search,618b0524377e106190c0c91cacdb4b78,2018-05-11 03:00:00,0.00000,0.00000,0.00000,,False,
3cab34e6c6a51d1f2ca8e76908c62368,direct_traffic,44717f64ec2a457979cf83c429077666,2018-04-05 19:05:16,0.00000,0.00000,0.00000,,False,
bfaf03e3d41e25b94457fadfbc4521eb,organic_search,b0289c0c1f9f84008e7b4dbf795c4676,2018-01-12 18:25:57,0.00000,0.00000,0.00000,,False,
9675f0018d103531e073a3da2945df41,unknown,b0ec35adb04cfa85d3e0ff3f79c186a3,2018-05-17 21:47:38,0.00000,0.00000,0.00000,,False,
1accc1c92278a9bc2bbc6a8002026b25,social,7df961ce758538004de6db0f5b9d7b6f,2018-04-17 14:51:42,0.00000,0.00000,0.00000,,False,
8f118ab2a5c0d99362fb67e29856acab,organic_search,94d76e96eedd976258cd3278ce56d5f2,2018-02-07 20:39:32,0.00000,0.00000,0.00000,,False,
626dc1c3716c817b064632fded168e35,organic_search,b5e7d871b063f34de611e8b448e63f2e,2018-02-26 16:09:48,0.00000,0.00000,0.00000,,False,
4433c8475916d6e6ebb8cf4994d2f1d1,email,04ed0495537199603d4930fc5c0dd026,2018-04-27 14:07:20,0.00000,0.00000,0.00000,,False,
cf8f0678e67cb002c2b68f9f68629885,paid_search,bed6d1f6c4664ab8cf3abf3821727756,2018-03-22 21:20:42,0.00000,0.00000,0.00000,,False,
299d8968ef74c5086cb3ee21f13ed27a,unknown,377bc18334c78dd2f1535ef22a3ad225,2018-03-07 22:08:32,0.00000,0.00000,0.00000,,False,
e9dcae4d924ac8fff2334db6e5b99482,organic_search,51fdd5d43db628fada4588f89aba3e8e,2018-04-11 20:19:49,0.00000,0.00000,0.00000,,False,
081c243a74472af67b65145cff5221c7,paid_search,58f1a6197ed863543e0136bdedb3fce2,2018-02-27 17:30:22,507.00000,3.00000,3.00000,2018-05-10 20:49:54,True,72.13856
39ecc5282d4511dca4c757113e1312d1,organic_search,65febd49fd28ec955651299159b1f527,2018-03-19 18:58:47,1655.84000,20.00000,15.00000,2018-04-17 10:14:25,True,28.63586
02c1f06978b821b2996ec257932f2947,organic_search,9b1585752613ec342d03bbab9997ec48,2018-05-11 14:22:51,749.00000,1.00000,1.00000,2018-08-07 10:52:58,True,87.85425
